time,,,,
0,6.63857,53.08,53.08,53.08
0.01,6.63857,53.08,53.08,53.08
0.02,6.63857,53.12786,53.12786,53.12786
0.03,6.63857,53.12786,53.12786,53.12786
0.04,6.63857,53.12786,53.12786,53.12786
0.05,6.63857,53.12786,53.12786,53.12786
0.06,6.63857,53.12786,53.12786,53.12786
0.07,6.63857,53.12786,53.12786,53.12786
0.08,6.63857,53.12786,53.12786,53.12786
0.09,6.63857,53.12786,53.12786,53.12786
0.1,6.63857,53.12786,53.12786,53.12786
0.11,6.57599,53.12786,53.12786,53.12786
0.12,6.57599,53.03024,53.03024,53.03024
0.13,6.57599,53.03024,53.03024,53.03024
0.14,6.57599,53.03024,53.03024,53.03024
0.15,6.57599,53.03024,53.03024,53.03024
0.16,6.57599,53.03024,53.03024,53.03024
0.17,6.57599,53.03024,53.03024,53.03024
0.18,6.57599,53.03024,53.03024,53.03024
0.19,6.57599,53.03024,53.03024,53.03024
0.2,6.57599,53.03024,53.03024,53.03024
0.21,6.64343,53.03024,53.03024,53.03024
0.22,6.64343,53.14737,53.14737,53.14737
0.23,6.64343,53.14737,53.14737,53.14737
0.24,6.64343,53.14737,53.14737,53.14737
0.25,6.64343,53.14737,53.14737,53.14737
0.26,6.64343,53.14737,53.14737,53.14737
0.27,6.64343,53.14737,53.14737,53.14737
0.28,6.64343,53.14737,53.14737,53.14737
0.29,6.64343,53.14737,53.14737,53.14737
0.3,6.64343,53.14737,53.14737,53.14737
0.31,6.63921,53.14737,53.14737,53.14737
0.32,6.63921,53.16624,53.16624,53.16624
0.33,6.63921,53.16624,53.16624,53.16624
0.34,6.63921,53.16624,53.16624,53.16624
0.35,6.63921,53.16624,53.16624,53.16624
0.36,6.63921,53.16624,53.16624,53.16624
0.37,6.63921,53.16624,53.16624,53.16624
0.38,6.63921,53.16624,53.16624,53.16624
0.39,6.63921,53.16624,53.16624,53.16624
0.4,6.63921,53.16624,53.16624,53.16624
0.41,6.66263,53.16624,53.16624,53.16624
0.42,6.66263,53.09995,53.09995,53.09995
0.43,6.66263,53.09995,53.09995,53.09995
0.44,6.66263,53.09995,53.09995,53.09995
0.45,6.66263,53.09995,53.09995,53.09995
0.46,6.66263,53.09995,53.09995,53.09995
0.47,6.66263,53.09995,53.09995,53.09995
0.48,6.66263,53.09995,53.09995,53.09995
0.49,6.66263,53.09995,53.09995,53.09995
0.5,6.66263,53.09995,53.09995,53.09995
0.51,6.55585,53.09995,53.09995,53.09995
0.52,6.55585,53.14271,53.14271,53.14271
0.53,6.55585,53.14271,53.14271,53.14271
0.54,6.55585,53.14271,53.14271,53.14271
0.55,6.55585,53.14271,53.14271,53.14271
0.56,6.55585,53.14271,53.14271,53.14271
0.57,6.55585,53.14271,53.14271,53.14271
0.58,6.55585,53.14271,53.14271,53.14271
0.59,6.55585,53.14271,53.14271,53.14271
0.6,6.55585,53.14271,53.14271,53.14271
0.61,6.60755,53.14271,53.14271,53.14271
0.62,6.60755,53.07225,53.07225,53.07225
0.63,6.60755,53.07225,53.07225,53.07225
0.64,6.60755,53.07225,53.07225,53.07225
0.65,6.60755,53.07225,53.07225,53.07225
0.66,6.60755,53.07225,53.07225,53.07225
0.67,6.60755,53.07225,53.07225,53.07225
0.68,6.60755,53.07225,53.07225,53.07225
0.69,6.60755,53.07225,53.07225,53.07225
0.7,6.60755,53.07225,53.07225,53.07225
0.71,6.65645,53.07225,53.07225,53.07225
0.72,6.65645,52.98715,52.98715,52.98715
0.73,6.65645,52.98715,52.98715,52.98715
0.74,6.65645,52.98715,52.98715,52.98715
0.75,6.65645,52.98715,52.98715,52.98715
0.76,6.65645,52.98715,52.98715,52.98715
0.77,6.65645,52.98715,52.98715,52.98715
0.78,6.65645,52.98715,52.98715,52.98715
0.79,6.65645,52.98715,52.98715,52.98715
0.8,6.65645,52.98715,52.98715,52.98715
0.81,6.61559,52.98715,52.98715,52.98715
0.82,6.61559,53.09465,53.09465,53.09465
0.83,6.61559,53.09465,53.09465,53.09465
0.84,6.61559,53.09465,53.09465,53.09465
0.85,6.61559,53.09465,53.09465,53.09465
0.86,6.61559,53.09465,53.09465,53.09465
0.87,6.61559,53.09465,53.09465,53.09465
0.88,6.61559,53.09465,53.09465,53.09465
0.89,6.61559,53.09465,53.09465,53.09465
0.9,6.61559,53.09465,53.09465,53.09465
0.91,6.58048,53.09465,53.09465,53.09465
0.92,6.58048,53.03261,53.03261,53.03261
0.93,6.58048,53.03261,53.03261,53.03261
0.94,6.58048,53.03261,53.03261,53.03261
0.95,6.58048,53.03261,53.03261,53.03261
0.96,6.58048,53.03261,53.03261,53.03261
0.97,6.58048,53.03261,53.03261,53.03261
0.98,6.58048,53.03261,53.03261,53.03261
0.99,6.58048,53.03261,53.03261,53.03261
1,6.58048,53.03261,53.03261,53.03261
1.01,6.59733,53.03261,53.03261,53.03261
1.02,6.59733,53.01875,53.01875,53.01875
1.03,6.59733,53.01875,53.01875,53.01875
1.04,6.59733,53.01875,53.01875,53.01875
1.05,6.59733,53.01875,53.01875,53.01875
1.06,6.59733,53.01875,53.01875,53.01875
1.07,6.59733,53.01875,53.01875,53.01875
1.08,6.59733,53.01875,53.01875,53.01875
1.09,6.59733,53.01875,53.01875,53.01875
1.1,6.59733,53.01875,53.01875,53.01875
1.11,6.55006,53.01875,53.01875,53.01875
1.12,6.55006,53.11486,53.11486,53.11486
1.13,6.55006,53.11486,53.11486,53.11486
1.14,6.55006,53.11486,53.11486,53.11486
1.15,6.55006,53.11486,53.11486,53.11486
1.16,6.55006,53.11486,53.11486,53.11486
